preco,idPrato,descricao,tipoDePrato,data,operacao,utilizador
80.41999816894531,1059,Malandro é o gato, que já nasce de bigode.,7,2014-05-25,INSERT,DBA
34.25,1060,Mate dois coelhos com uma cajadada.,1,2014-05-25,INSERT,DBA
40.11000061035156,1061,Amor sem vintém não governa ninguém.,12,2014-05-25,INSERT,DBA
86.16999816894531,1062,A vida quanto mais se estica, mais curta fica.,4,2014-05-25,INSERT,DBA
93.04000091552734,1063,Santo de casa não faz milagre.,4,2014-05-25,INSERT,DBA
34.560001373291016,1064,Coração que suspira não tem o que deseja.,2,2014-05-25,INSERT,DBA
41.540000915527344,1065,Entrada de leão, saída de cão.,2,2014-05-25,INSERT,DBA
41.209999084472656,1066,Amor antigo não enferruja.,12,2014-05-25,INSERT,DBA
2.369999885559082,1067,Amizade renovada é como sopa requentada.,11,2014-05-25,INSERT,DBA
73.12999725341797,1068,Descascar batatas é fácil, difícil é colocar a casca em seu devido lugar novamente.,2,2014-05-25,INSERT,DBA
35.189998626708984,1069,Água corrente não mata a gente.,13,2014-05-25,INSERT,DBA
15.149999618530273,1070,Bem mal ceia quem come por mão alheia.,12,2014-05-25,INSERT,DBA
92.94999694824219,1071,Falar mal dos outros é fácil, difícil é falar bem.,8,2014-05-25,INSERT,DBA
95.37999725341797,1072,Muito riso, pouco siso.,3,2014-05-25,INSERT,DBA
77.19999694824219,1073,Bem querer e bem fazer; muito importa para bem viver.,13,2014-05-25,INSERT,DBA
52.83000183105469,1074,Zomba das cicatrizes quem nunca foi ferido,11,2014-05-25,INSERT,DBA
20.100000381469727,1075,À terra onde fores ter, faz como vires fazer.,10,2014-05-25,INSERT,DBA
28.510000228881836,1076,A mulher e a sardinha querem-se da mais maneirinha.,10,2014-05-25,INSERT,DBA
51.970001220703125,1077,Apanha com o cajado, quem se mete onde não é chamado.,1,2014-05-25,INSERT,DBA
58.400001525878906,1078,A quem tem fome dá o teu pão; ao triste dá-lhe o coração.,1,2014-05-25,INSERT,DBA
89.22000122070312,1079,A preguiça morreu de sede à beira de um rio.,9,2014-05-25,INSERT,DBA
89.5,1080,Boa porta com boas maneiras abrem portas estrangeiras.,4,2014-05-25,INSERT,DBA
75.4000015258789,1081,Águas passadas não movem moinhos.,7,2014-05-25,INSERT,DBA
11.430000305175781,1082,Fazer o bem sem olhar a quem.,1,2014-05-25,INSERT,DBA
37.38999938964844,1083,Mentira tem perna curta, mais corre que é uma desgraça.,4,2014-05-25,INSERT,DBA
26.799999237060547,1084,A isca é que engana, e não o pescador que tem a cana.,3,2014-05-25,INSERT,DBA
95.30000305175781,1085,Bolsa cheia, coração alegre.,12,2014-05-25,INSERT,DBA
98.69000244140625,1086,Cada leitão em sua teta.,7,2014-05-25,INSERT,DBA
15.149999618530273,1087,Anda meio mundo a enganar outro meio.,5,2014-05-25,INSERT,DBA
32.689998626708984,1088,Agora é que a porca torce o rabo.,10,2014-05-25,INSERT,DBA
21.020000457763672,1089,A desconfiança é mãe da segurança.,5,2014-05-25,INSERT,DBA
68.62000274658203,1090,Espera de teus filhos o que a teus pais fizeres.,5,2014-05-25,INSERT,DBA
74.47000122070312,1091,A Beleza é interior e não exterior.,3,2014-05-25,INSERT,DBA
74.41999816894531,1092,Ano de nevão, ano de muito pão.,2,2014-05-25,INSERT,DBA
56.2599983215332,1093,Ignorante é aquele que sabe e se faz de tonto.,12,2014-05-25,INSERT,DBA
71.5199966430664,1094,Bom conselho desprezado há-de ser muito lembrado.,10,2014-05-25,INSERT,DBA
18.90999984741211,1095,Em terreiro de galinha, barata não tem razão.,5,2014-05-25,INSERT,DBA
54.939998626708984,1096,Bem-vindo seja quem dá.,9,2014-05-25,INSERT,DBA
5.159999847412109,1097,Ao pecado velho, penitência nova.,8,2014-05-25,INSERT,DBA
98.48999786376953,1098,Bebe vinho, mas não bebas o siso.,12,2014-05-25,INSERT,DBA
54.04999923706055,1099,Antes burro vivo que sábio morto.,1,2014-05-25,INSERT,DBA
90.44000244140625,1100,A cão mau, corda curta.,6,2014-05-25,INSERT,DBA
92.45999908447266,1101,Mulher no volante, perigo constante. Sogra ao lado, perigo dobrado.,6,2014-05-25,INSERT,DBA
8.949999809265137,1102,A necessidade aguça o engenho.,4,2014-05-25,INSERT,DBA
84.0199966430664,1103,Em traseira de mula e dianteira de frade ninguém se fie.,5,2014-05-25,INSERT,DBA
42.54999923706055,1104,Entre a pedra e o mar, quem se ferra é o mourisco.,7,2014-05-25,INSERT,DBA
39.9900016784668,1105,A prática faz o mestre.,10,2014-05-25,INSERT,DBA
99.04000091552734,1106,Feio é roubar e não poder carregar.,3,2014-05-25,INSERT,DBA
60.33000183105469,1107,A prática faz o mestre.,5,2014-05-25,INSERT,DBA
85.20999908447266,1108,Duas cabeças pensam melhor que uma.,0,2014-05-25,INSERT,DBA
44.290000915527344,1109,Do homem é o errar, da besta, o teimar.,12,2014-05-25,INSERT,DBA
69.54000091552734,1110,Ao menino e ao borracho põe Deus a mão por baixo.,7,2014-05-25,INSERT,DBA
2.859999895095825,1111,Falai no mal que ele sempre aparece.,7,2014-05-25,INSERT,DBA
14.329999923706055,1112,Madruga e verás, trabalha e terás.,13,2014-05-25,INSERT,DBA
105.44999694824219,1113,A excepção faz a regra.,0,2014-05-25,INSERT,DBA
84.5999984741211,1114,Dois bicudos não se beijam.,1,2014-05-25,INSERT,DBA
80.02999877929688,1115,É dos carecas que elas gostam mais.,3,2014-05-25,INSERT,DBA
22.020000457763672,1116,Lobo não come lobo.,10,2014-05-25,INSERT,DBA
45.18000030517578,1117,A preguiça morreu de sede à beira de um rio.,0,2014-05-25,INSERT,DBA
106.19999694824219,1118,Feio é roubar e não poder carregar.,6,2014-05-25,INSERT,DBA
50.2400016784668,1119,Amigo de bom tempo muda-se com o vento.,11,2014-05-25,INSERT,DBA
20.700000762939453,1120,Mais vale um pássaro na mão do que dois voando.,5,2014-05-25,INSERT,DBA
78.04000091552734,1121,Burro velho não tem andadura, e se a toma, pouco dura.,3,2014-05-25,INSERT,DBA
34.18000030517578,1122,Bocejo longo ou é fome, ou sono, ou ruindade do dono.,4,2014-05-25,INSERT,DBA
67.41000366210938,1123,Deus julga o que conhece,os homens, o que não conhecem,2,2014-05-25,INSERT,DBA
62.7400016784668,1124,A razão espanta o medo.,6,2014-05-25,INSERT,DBA
5.900000095367432,1125,Bem ama quem não esquece.,2,2014-05-25,INSERT,DBA
40.130001068115234,1126,Formosura pouco dura.,9,2014-05-25,INSERT,DBA
86.87000274658203,1127,Barriga vazia não conhece alegria.,13,2014-05-25,INSERT,DBA
80.88999938964844,1128,Quem vê caras, não vê corações,3,2014-05-25,INSERT,DBA
12.600000381469727,1129,Desgraça pouca é bobagem.,1,2014-05-25,INSERT,DBA
18.8700008392334,1130,Amigo fiel prudente vale mais do que parente.,7,2014-05-25,INSERT,DBA
83.29000091552734,1131,Felizes aqueles que se reconhecem.,6,2014-05-25,INSERT,DBA
71.44000244140625,1132,A cabra da minha vizinha dá mais leite que a minha.,2,2014-05-25,INSERT,DBA
12.8100004196167,1133,A destreza pode muito, mas mais a perseverança.,1,2014-05-25,INSERT,DBA
49.689998626708984,1134,Bem está o que bem acaba.,8,2014-05-25,INSERT,DBA
14.930000305175781,1135,Deus inventou o futebol, mas o diabo o treinador.,10,2014-05-25,INSERT,DBA
88.01000213623047,1136,Adiante, que atrás vem gente.,13,2014-05-25,INSERT,DBA
8.069999694824219,1137,De pensar morreu um burro.,1,2014-05-25,INSERT,DBA
4.269999980926514,1138,A vontade de comer faz a velha correr.,9,2014-05-25,INSERT,DBA
102.05999755859375,1139,Da ovelhinha me livre Deus, do lobo me livro eu.,6,2014-05-25,INSERT,DBA
90.08000183105469,1140,Eu quero, eu posso, eu sou!,4,2014-05-25,INSERT,DBA
88.0999984741211,1141,Deus está em toda a parte, mas o diabo está nos detalhes.,13,2014-05-25,INSERT,DBA
91.30999755859375,1142,A razão espanta o medo.,1,2014-05-25,INSERT,DBA
89.54000091552734,1143,Benefício oferecido vale mais que pedido.,12,2014-05-25,INSERT,DBA
48.25,1144,Depois da tempestade vem a bonança.,9,2014-05-25,INSERT,DBA
101.25,1145,Depois de casa roubada, trancas na porta.,0,2014-05-25,INSERT,DBA
36.849998474121094,1146,Criaste, não castigaste, mal criaste.,10,2014-05-25,INSERT,DBA
21.690000534057617,1147,Fia-te no diabo e morre virgem.,11,2014-05-25,INSERT,DBA
92.13999938964844,1148,A ignorância e o vento são do maior atrevimento.,0,2014-05-25,INSERT,DBA
46.150001525878906,1149,Hoje canto,amanha pranto,8,2014-05-25,INSERT,DBA
92.3499984741211,1150,Ao pecado velho, penitência nova.,11,2014-05-25,INSERT,DBA
65.27999877929688,1151,Um dia é da caça, o outro do caçador,5,2014-05-25,INSERT,DBA
11.020000457763672,1152,A vida é como uma vela acesa ao vento.,12,2014-05-25,INSERT,DBA
102.5999984741211,1153,As contas adiantadas saem sempre furadas.,9,2014-05-25,INSERT,DBA
82.36000061035156,1154,Dois erros não fazem um acerto.,1,2014-05-25,INSERT,DBA
21.780000686645508,1155,As lindas palavras agradam muito e custam pouco.,2,2014-05-25,INSERT,DBA
75.20999908447266,1156,A verdade tem asas.,9,2014-05-25,INSERT,DBA
12.680000305175781,1157,Falar sem pensar é atirar sem apontar.,2,2014-05-25,INSERT,DBA
44.029998779296875,1158,Bebe do bom vinho, e deixa a água ao moinho.,0,2014-05-25,INSERT,DBA
36.77000045776367,1159,Basta um frade ruim para dar que falar a um convento.,6,2014-05-25,INSERT,DBA
27.06999969482422,1160,Boas contas fazem boas amizades.,0,2014-05-25,INSERT,DBA
84.97000122070312,1161,Burro velho não tem andadura, e se a toma, pouco dura.,5,2014-05-25,INSERT,DBA
76.20999908447266,1162,As desgraças são como as cerejas: uma chama a outra.,1,2014-05-25,INSERT,DBA
37.56999969482422,1163,Cobra que não anda não apanha sapo.,10,2014-05-25,INSERT,DBA
95.73999786376953,1164,Cada qual canta como lhe ajuda a garganta.,3,2014-05-25,INSERT,DBA
92.11000061035156,1165,A marido, serve-o como amigo e guarda-te dele como inimigo.,7,2014-05-25,INSERT,DBA
84.31999969482422,1166,A vontade de comer faz a velha correr.,4,2014-05-25,INSERT,DBA
26.110000610351562,1167,Falem mal de mim, mas falem.,0,2014-05-25,INSERT,DBA
18.639999389648438,1168,As grandes dores são mudas.,3,2014-05-25,INSERT,DBA
20.40999984741211,1169,Bem querer e bem fazer; muito importa para bem viver.,6,2014-05-25,INSERT,DBA
30.889999389648438,1170,Mentira tem perna curta, mais corre que é uma desgraça.,13,2014-05-25,INSERT,DBA
51.939998626708984,1171,Antes pobre mas honrado do que rico mas ladrão.,7,2014-05-25,INSERT,DBA
95.58000183105469,1172,Besteiro mau, aos seus atira.,12,2014-05-25,INSERT,DBA
68.80999755859375,1173,Mais vale não dizer nada do que nada dizer.,6,2014-05-25,INSERT,DBA
101.81999969482422,1174,Laranja madura na beira da estrada está azeda ou tem maribondo.,2,2014-05-25,INSERT,DBA
13.470000267028809,1175,Boca que se beijou nunca mal se desejou.,9,2014-05-25,INSERT,DBA
95.62000274658203,1176,A rir, a rir, muitas verdades se dizem.,4,2014-05-25,INSERT,DBA
84.91000366210938,1177,Bem se lambe o gato, depois de farto.,1,2014-05-25,INSERT,DBA
59.34000015258789,1178,Abre um olho para vender e dois para comprar.,3,2014-05-25,INSERT,DBA
88.44999694824219,1179,Faça o que tiver de fazer, mas não faça errado.,7,2014-05-25,INSERT,DBA
72.68000030517578,1180,Bom exemplo, meio sermão.,9,2014-05-25,INSERT,DBA
36.33000183105469,1181,As palavras são como as cerejas: atrás de umas vêm as outras.,9,2014-05-25,INSERT,DBA
19.65999984741211,1182,Bom exemplo, meio sermão.,3,2014-05-25,INSERT,DBA
99.55999755859375,1183,As desgraças são como as cerejas: uma chama a outra.,5,2014-05-25,INSERT,DBA
94.70999908447266,1184,Aquilo que Deus uniu, jamais o homem poderá separar.,2,2014-05-25,INSERT,DBA
47.15999984741211,1185,A natureza dá a vida, mas a vida ensina a viver.,13,2014-05-25,INSERT,DBA
36.349998474121094,1186,Em pouco, muito se diz.,8,2014-05-25,INSERT,DBA
92.33999633789062,1187,Bem querer e bem fazer; muito importa para bem viver.,4,2014-05-25,INSERT,DBA
80.7300033569336,1188,Cada macaco no seu galho.,8,2014-05-25,INSERT,DBA
95.70999908447266,1189,Bom vinho, má cabeça.,5,2014-05-25,INSERT,DBA
85.38999938964844,1190,Em briga de marido e mulher não mete a colher.,6,2014-05-25,INSERT,DBA
86.16999816894531,1191,Erudito sem obra é nuvem sem chuva.,2,2014-05-25,INSERT,DBA
10.489999771118164,1192,Cada ovelha com sua parelha.,10,2014-05-25,INSERT,DBA
38.380001068115234,1193,Quem tudo quer,tudo perde,6,2014-05-25,INSERT,DBA
103.97000122070312,1194,Entre o dizer e o fazer há um longo caminho a percorrer.,7,2014-05-25,INSERT,DBA
97.58000183105469,1195,Amor forasteiro, amor passageiro.,13,2014-05-25,INSERT,DBA
58.810001373291016,1196,Grão a grão, enche a galinha ao papo.S,11,2014-05-25,INSERT,DBA
98.76000213623047,1197,A brincar se dizem muitas verdades.,10,2014-05-25,INSERT,DBA
95.91000366210938,1198,A mentira só dura enquanto a verdade não chega.,0,2014-05-25,INSERT,DBA
103.69000244140625,1199,O amor dói, mas é melhor ter dor no amor do que não amar,7,2014-05-25,INSERT,DBA
97.66999816894531,1200,Amor ausente, amor para sempre.,11,2014-05-25,INSERT,DBA
100.0,1201,Barca, jogo e caminho, de estranho fazem amigo.,13,2014-05-25,INSERT,DBA
71.87999725341797,1202,Em caso de necessidade, casa a freira com o frade.,3,2014-05-25,INSERT,DBA
81.87000274658203,1203,Em terra de passarinho pobre, a galinha chega primeiro.,9,2014-05-25,INSERT,DBA
33.0,1204,Confiança não se dá e não se toma emprestado, conquista-se.,12,2014-05-25,INSERT,DBA
61.27000045776367,1205,Bem ama quem não esquece.,8,2014-05-25,INSERT,DBA
105.29000091552734,1206,Bocado engolido, sabor perdido.,12,2014-05-25,INSERT,DBA
59.619998931884766,1207,Coração que suspira não tem o que deseja.,7,2014-05-25,INSERT,DBA
79.13999938964844,1208,A palavra não é uma seta, mas fere.,12,2014-05-25,INSERT,DBA
65.5199966430664,1209,Antes casada arrependida que freira aborrecida.,11,2014-05-25,INSERT,DBA
49.81999969482422,1210,Amigo de todos, amigo de nenhum, tudo é um.,7,2014-05-25,INSERT,DBA
47.63999938964844,1211,Amor e morte, nada é mais forte.,0,2014-05-25,INSERT,DBA
68.05000305175781,1212,Aparelha-se o cavalo à vontade do dono.,4,2014-05-25,INSERT,DBA
14.350000381469727,1213,Cada qual sabe onde lhe doem os calos.,5,2014-05-25,INSERT,DBA
28.75,1214,De graça, até tapa na cara.,6,2014-05-25,INSERT,DBA
86.08999633789062,1215,A qualidade pesa mais que a quantidade.,11,2014-05-25,INSERT,DBA
64.16999816894531,1216,Amigo na necessidade é amigo de verdade.,13,2014-05-25,INSERT,DBA
6.199999809265137,1217,Boa leitura, tristeza cura.,1,2014-05-25,INSERT,DBA
17.93000030517578,1218,Formosura pouco dura.,0,2014-05-25,INSERT,DBA
7.110000133514404,1219,A desconfiança é mãe da segurança.,0,2014-05-25,INSERT,DBA
55.040000915527344,1220,As pessoas admiram o carvalho, mas quem pensa na bolota que o fez nascer?,7,2014-05-25,INSERT,DBA
75.63999938964844,1221,Criaste, não castigaste, mal criaste.,9,2014-05-25,INSERT,DBA
16.489999771118164,1222,A verdade é para ser dita.,5,2014-05-25,INSERT,DBA
27.40999984741211,1223,É nos tempos maus que se conhecem os bons amigos.,4,2014-05-25,INSERT,DBA
104.55000305175781,1224,Amizade renovada é como sopa requentada.,1,2014-05-25,INSERT,DBA
17.899999618530273,1225,Mais fácil é o burro perguntar do que o sábio responder.,12,2014-05-25,INSERT,DBA
57.209999084472656,1226,Amigo reconciliado, inimigo dobrado.,10,2014-05-25,INSERT,DBA
95.27999877929688,1227,Mais vale um mau acordo do que uma boa demanda.,10,2014-05-25,INSERT,DBA
10.989999771118164,1228,Deitar cedo e cedo erguer dá saúde e faz crescer.,9,2014-05-25,INSERT,DBA
89.62999725341797,1229,Burro que geme, carga não teme.,5,2014-05-25,INSERT,DBA
94.62000274658203,1230,Casa o filho quando quiseres, a filha quando puderes.,13,2014-05-25,INSERT,DBA
13.550000190734863,1231,Lobo em pele de cordeiro.,12,2014-05-25,INSERT,DBA
7.710000038146973,1232,Desde que felicidade ouviu o seu nome, corre pelas ruas tentando encontrar você.,9,2014-05-25,INSERT,DBA
29.799999237060547,1233,A confraria é rica, os padres é que são pobres.,0,2014-05-25,INSERT,DBA
26.850000381469727,1234,Em terra de saci, calça jeans cabem dois.,5,2014-05-25,INSERT,DBA
50.970001220703125,1235,Azar ao jogo, sorte nos amores.,8,2014-05-25,INSERT,DBA
82.52999877929688,1236,Aprender até morrer.,2,2014-05-25,INSERT,DBA
65.87999725341797,1237,Mentira tem perna curta, mais corre que é uma desgraça.,13,2014-05-25,INSERT,DBA
58.04999923706055,1238,Em time que está ganhando, não se mexe.,12,2014-05-25,INSERT,DBA
80.66000366210938,1239,Arranjai razões fortes, mas palavras doces.,12,2014-05-25,INSERT,DBA
71.87000274658203,1240,Enquanto há vento, molha-se a vela.,0,2014-05-25,INSERT,DBA
91.16999816894531,1241,Bendita a ferramenta que pesa mas alimenta.,8,2014-05-25,INSERT,DBA
81.66999816894531,1242,Ano seco, ano bom.,0,2014-05-25,INSERT,DBA
28.809999465942383,1243,Antes burro que me leve que cavalo que me derrube.,0,2014-05-25,INSERT,DBA
64.5199966430664,1244,Quem vê caras, não vê corações,6,2014-05-25,INSERT,DBA
53.34000015258789,1245,Dinheiro não tem cheiro.,1,2014-05-25,INSERT,DBA
103.3499984741211,1246,A viola e o tambor querem-se na mão do tocador.,13,2014-05-25,INSERT,DBA
71.62000274658203,1247,Ao ignorante sempre aborrece o sabedor.,2,2014-05-25,INSERT,DBA
14.210000038146973,1248,Mulher no volante, perigo constante. Sogra ao lado, perigo dobrado.,6,2014-05-25,INSERT,DBA
24.18000030517578,1249,Boca de mel, coração de fel.,9,2014-05-25,INSERT,DBA
19.520000457763672,1250,Erudito sem obra é nuvem sem chuva.,9,2014-05-25,INSERT,DBA
51.31999969482422,1251,Branco é, galinha o põe.,12,2014-05-25,INSERT,DBA
103.73999786376953,1252,Anda de teu amo ao sabor, se queres ser bom servidor.,6,2014-05-25,INSERT,DBA
84.58000183105469,1253,Zomba das cicatrizes quem nunca foi ferido,13,2014-05-25,INSERT,DBA
29.709999084472656,1254,Bem sabe a burra, diante de quem zurra.,12,2014-05-25,INSERT,DBA
62.540000915527344,1255,A união faz a força.,1,2014-05-25,INSERT,DBA
50.9900016784668,1256,A ocasião faz o ladrão.,6,2014-05-25,INSERT,DBA
65.63999938964844,1257,Maio frio e junho quente: bom pão, vinho valente.,3,2014-05-25,INSERT,DBA
70.61000061035156,1258,Bem-vindo seja quem dá.,10,2014-05-25,INSERT,DBA
102.83000183105469,1259,À conta dos ciganos, todos furtamos.,8,2014-05-25,INSERT,DBA
15.470000267028809,1260,Abre um olho para vender e dois para comprar.,12,2014-05-25,INSERT,DBA
90.06999969482422,1261,Amigo de muitos, confidente de poucos.,4,2014-05-25,INSERT,DBA
81.76000213623047,1262,É com a carga cheia que a carruagem anda.,11,2014-05-25,INSERT,DBA
41.29999923706055,1263,Ao vilão, dão-lhe o pé e toma a mão.,1,2014-05-25,INSERT,DBA
7.710000038146973,1264,Depois da noiva casada não lhe faltam pretendentes.,7,2014-05-25,INSERT,DBA
34.75,1265,Mais vale um mau acordo do que uma boa demanda.,1,2014-05-25,INSERT,DBA
59.9900016784668,1266,Feliz é quem pensa no pobre e no fraco.,7,2014-05-25,INSERT,DBA
51.599998474121094,1267,Barriga vazia não conhece alegria.,13,2014-05-25,INSERT,DBA
61.20000076293945,1268,Aqui há gato!...,7,2014-05-25,INSERT,DBA
50.47999954223633,1269,Amor do coração, que só de boca não.,4,2014-05-25,INSERT,DBA
68.54000091552734,1270,Obra apressada, obra estragada,4,2014-05-25,INSERT,DBA
17.010000228881836,1271,A pedra e a palavra, depois de lançada não volta atrás.,12,2014-05-25,INSERT,DBA
29.229999542236328,1272,Espera de teus filhos o que a teus pais fizeres.,5,2014-05-25,INSERT,DBA
86.94000244140625,1273,Alfaiate mal vestido, sapateiro mal calçado.,0,2014-05-25,INSERT,DBA
53.88999938964844,1274,Bolsa cheia, coração alegre.,0,2014-05-25,INSERT,DBA
64.77999877929688,1275,Boa mulher nunca está ociosa.,11,2014-05-25,INSERT,DBA
62.220001220703125,1276,É mais fácil aconselhar do que ajudar.,11,2014-05-25,INSERT,DBA
92.88999938964844,1277,Grão a grão, enche a galinha ao papo.S,9,2014-05-25,INSERT,DBA
98.31999969482422,1278,Antes dinheiro de cobre do que luxo de pobre.,6,2014-05-25,INSERT,DBA
93.62000274658203,1279,A falar no diabo e ele a aparecer.,10,2014-05-25,INSERT,DBA
104.94000244140625,1280,Branco é, galinha o põe.,7,2014-05-25,INSERT,DBA
75.54000091552734,1281,Em terra que não tem carne, espinha de peixe é picanha,1,2014-05-25,INSERT,DBA
16.1200008392334,1282,Amor sem dinheiro não é bom companheiro.,12,2014-05-25,INSERT,DBA
81.45999908447266,1283,A razão é a prova da verdade.,6,2014-05-25,INSERT,DBA
23.299999237060547,1284,A mulher e o rapaz são poucos amigos de paz.,8,2014-05-25,INSERT,DBA
32.11000061035156,1285,Basta uma ovelha ranhosa para perder um rebanho.,9,2014-05-25,INSERT,DBA
47.54999923706055,1286,Anda direito, se queres respeito.,13,2014-05-25,INSERT,DBA
45.36000061035156,1287,Amor verdadeiro não envelhece.,11,2014-05-25,INSERT,DBA
87.91000366210938,1288,Ira e cobiça não queiras havê-las por companheiras.,8,2014-05-25,INSERT,DBA
64.63999938964844,1289,Em time que está ganhando, não se mexe.,13,2014-05-25,INSERT,DBA
32.47999954223633,1290,Cada leitão em sua teta.,13,2014-05-25,INSERT,DBA
31.65999984741211,1291,Antes morrer da doença que da cura.,9,2014-05-25,INSERT,DBA
85.31999969482422,1292,Dos males, o menor.,4,2014-05-25,INSERT,DBA
87.94000244140625,1293,A homem aventureiro, a filha lhe nasce primeiro.,0,2014-05-25,INSERT,DBA
104.7300033569336,1294,Quando um burro fala o outro baixa as orelhas,3,2014-05-25,INSERT,DBA
72.30000305175781,1295,A palavras loucas, orelhas moucas.,2,2014-05-25,INSERT,DBA
82.0,1296,A isca é que engana, e não o pescador que tem a cana.,4,2014-05-25,INSERT,DBA
75.80999755859375,1297,Bem dizer faz rir, bem fazer faz calar.,2,2014-05-25,INSERT,DBA
28.149999618530273,1298,Antes desejado que aborrecido.,3,2014-05-25,INSERT,DBA
78.37000274658203,1299,A apressada pergunta, vagarosa resposta.,10,2014-05-25,INSERT,DBA
90.91999816894531,1300,Dos males, o menor.,11,2014-05-25,INSERT,DBA
24.420000076293945,1301,Descascar batatas é fácil, difícil é colocar a casca em seu devido lugar novamente.,9,2014-05-25,INSERT,DBA
64.31999969482422,1302,Coração que suspira não tem o que deseja.,3,2014-05-25,INSERT,DBA
87.86000061035156,1303,Antes que cases, olha o que fazes.,9,2014-05-25,INSERT,DBA
45.02000045776367,1304,Ao ignorante sempre aborrece o sabedor.,1,2014-05-25,INSERT,DBA
24.8799991607666,1305,Melhor acender uma vela no escuro do que praguejar contra a escuridão.,13,2014-05-25,INSERT,DBA
67.06999969482422,1306,Em caso de necessidade, casa a freira com o frade.,13,2014-05-25,INSERT,DBA
86.56999969482422,1307,Bem-vindo o hóspede que não fica muito tempo.,5,2014-05-25,INSERT,DBA
9.140000343322754,1308,Bolsa cheia, coração alegre.,6,2014-05-25,INSERT,DBA
73.0999984741211,1309,Dois bicudos não se beijam.,4,2014-05-25,INSERT,DBA
42.61000061035156,1310,Casa onde não há pão, todos brigam e ninguém tem razão.,7,2014-05-25,INSERT,DBA
20.329999923706055,1311,É melhor prevenir do que remediar.,0,2014-05-25,INSERT,DBA
32.900001525878906,1312,As palavras boas são, se assim for o coração.,4,2014-05-25,INSERT,DBA
82.72000122070312,1313,Camarão que dorme a onda leva.,11,2014-05-25,INSERT,DBA
38.369998931884766,1314,A beleza está nos olhos de quem a vê.,3,2014-05-25,INSERT,DBA
49.2599983215332,1315,A fome e o frio metem a pessoa com seu inimigo.,8,2014-05-25,INSERT,DBA
39.060001373291016,1316,Borreguinha mansa, mama a sua teta... e a alheia.,13,2014-05-25,INSERT,DBA
41.349998474121094,1317,Mais vale um cachorro amigo do que um amigo cachorro.,4,2014-05-25,INSERT,DBA
43.630001068115234,1318,Ao ano andar, aos dois falar.,3,2014-05-25,INSERT,DBA
